Station ID Number:,94040,-,-.1,-.2,-.3,Type of Measurement:,GHI,GHI_Flag,GHI_Tilt(15:180),GHI_Tilt(15:180)_Flag,GTI(15:180),GTI(15:180)_Flag,DrHI_Calc,DrHI_Calc_Flag,DNI,DNI_Flag,DHI,DHI_Flag,PV_Power,PV_Power_Flag,PV_Power.1,PV_Power_Flag.1,Wind_Speed,Wind_Speed_Flag,Temperature,Temperature_Flag,GHI_original,GHI_original_Flag,GHI_Tilt(15:180)_original,GHI_Tilt(15:180)_original_Flag,GTI(15:180)_original,GTI(15:180)_original_Flag,DNI_original,DNI_original_Flag,DHI_original,DHI_original_Flag,NOTES
2019//8//19,231,05::23:00,19::05:03,12::14:24,9.846,18.151,6.977,3.138,7.748,3.376,-,-,5.678,3.1390000000000002,8.763,3.1350000000000002,1.299,3.1350000000000002,17.057,6.275,65.872,2.694,0.5471696801112655,2.96,13.77,32.78,0.,0.0005,0.,0.,-,-,0.,0.,-0.0029000000000000002,0.0199,-
2019//8//20,232,05::24:03,19::03:30,12::14:09,9.791,18.114,6.553,3.125,7.218,3.362,-,-,4.7860000000000005,3.125,7.182,3.125,1.7670000000000001,3.125,15.506,6.942,65.185,2.6670000000000003,0.6565763888888889,2.75,14.05,32.5,0.,0.,0.,0.,-,-,0.,0.,0.,0.,-
2019//8//21,233,05::25:07,19::01:59,12::13:55,9.736,18.055,3.504,3.125,3.556,3.362,-,-,0.456,3.125,0.77,3.126,3.048,3.125,4.447,20.899,32.771,3.59,0.47138888888888886,2.98,13.94,24.,-0.0007,0.0032,0.,0.,-,-,0.,0.,-0.007500000000000001,0.0344,-
2019//8//22,234,05::26:10,19::00:24,12::13:40,9.68,18.019000000000002,6.773000000000001,3.125,7.575,3.362,-,-,5.385,3.125,8.049,3.125,1.3880000000000001,3.125,17.017,6.009,63.659,2.6870000000000003,0.5233194444444444,2.5,15.21,26.72,-0.0132,0.013600000000000001,0.,0.,-,-,0.,0.,-0.1265,0.1406,-
2019//8//23,235,05::27:13,18::58:51,12::13:24,9.623,17.96,6.783,3.125,7.556,3.362,-,-,5.494,3.125,8.535,3.125,1.289,3.125,16.734,6.442,65.4,2.685,0.43551388888888887,2.7600000000000002,11.200000000000001,32.06,0.,0.0007,0.,0.,-,-,0.,0.,-0.0008,0.0094,-
2019//8//24,236,05::28:16,18::57:16,12::13:08,9.566,17.901,7.014,3.176,7.884,3.362,-,-,6.152,3.177,10.065,3.1630000000000003,0.862,3.125,17.415,6.162,64.104,2.565,0.6251319444444445,2.98,13.16,32.94,-0.0001,0.0008,0.,0.,-,-,0.,0.,-0.0008,0.009300000000000001,-
2019//8//25,237,05::29:19,18::55:39,12::12:52,9.508000000000001,17.865000000000002,7.021,3.1310000000000002,7.936,3.362,-,-,6.21,3.1310000000000002,10.155,3.13,0.811,3.125,17.451,6.102,64.568,2.5340000000000003,0.5287083333333333,2.96,12.76,32.72,0.,0.0007,0.,0.,-,-,0.,0.,-0.0016,0.0131,-
2019//8//26,238,05::30:22,18::54:03,12::12:35,9.450000000000001,17.806,6.908,3.132,7.843,3.362,-,-,6.0920000000000005,3.132,9.941,3.13,0.8170000000000001,3.124,17.18,6.1610000000000005,64.077,2.569,0.4925833333333334,2.86,12.16,33.94,0.,0.,0.,0.,-,-,0.,0.,-0.0004,0.006500000000000001,-
2019//8//27,239,05::31:26,18::52:24,12::12:17,9.391,17.77,6.838,3.157,7.812,3.362,-,-,6.005,3.158,9.799,3.15,0.833,3.124,16.759,6.237,61.976,2.58,0.5287152777777777,2.67,13.59,38.78,0.,0.,0.,0.,-,-,0.,0.,0.,0.,-
2019//8//28,240,05::32:29,18::50:47,12::12:00,9.331,17.711000000000002,4.018,3.125,4.289,3.362,-,-,1.3860000000000001,3.126,2.498,3.125,2.632,3.125,6.118,15.164,31.747,3.775,0.26477777777777783,2.44,17.6,34.22,0.,0.,0.,0.,-,-,0.,0.,0.,0.,-
2019//8//29,241,05::33:32,18::49:09,12::11:42,9.271,17.652,4.869,3.125,5.5440000000000005,3.362,-,-,3.69,3.125,5.672,3.125,1.179,3.125,10.063,7.856,50.821,3.011,0.38722222222222225,2.94,16.89,33.33,0.,0.0005,0.,0.,-,-,0.,0.,0.,0.0005,-
2019//8//30,242,05::34:34,18::47:28,12::11:23,9.21,17.615000000000002,6.245,3.125,7.163,3.362,-,-,5.094,3.125,7.772,3.125,1.151,3.125,15.9,6.359,60.273,2.614,0.4722152777777778,2.65,16.54,31.67,0.,0.,0.,0.,-,-,0.,0.,-0.0008,0.0091,-
2019//8//31,243,05::35:37,18::45:49,12::11:05,9.149000000000001,17.556,6.640000000000001,3.125,7.641,3.362,-,-,5.917,3.125,9.888,3.125,0.724,3.123,16.677,6.121,63.153,2.508,0.476125,2.82,12.39,32.5,-0.0001,0.0011,0.,0.,-,-,0.,0.,-0.0008,0.0091,-
2019//9//1,244,05::36:39,18::44:09,12::10:46,9.087,17.478,6.531,3.138,-,-,7.538,3.362,5.775,3.1390000000000002,9.573,3.1350000000000002,0.755,3.136,16.48,6.1450000000000005,62.799,2.583,0.5709305555555556,3.13,12.280000000000001,30.560000000000002,0.,0.0005,-,-,0.,0.,0.,0.,-0.0008,0.009000000000000001,-
2019//9//2,245,05::37:41,18::42:26,12::10:27,9.025,17.442,6.5440000000000005,3.132,-,-,7.529,3.362,5.704,3.132,9.571,3.13,0.841,3.123,16.766000000000002,6.05,64.165,2.54,0.5577291666666666,3.2,12.76,30.61,0.,0.,-,-,0.,0.,0.,0.,-0.0007,0.009000000000000001,-
2019//9//3,246,05::38:44,18::40:46,12::10:07,8.962,17.383,6.418,3.132,-,-,7.347,3.362,4.9670000000000005,3.133,8.262,3.1310000000000002,1.451,3.126,15.987,6.396,64.391,2.611,0.6069236111111111,2.86,13.05,31.220000000000002,-0.0001,0.0009000000000000001,-,-,0.,0.,0.,0.,-0.0005,0.0064,-
2019//9//4,247,05::39:46,18::39:04,12::09:47,8.899000000000001,17.325,6.469,3.1550000000000002,-,-,7.519,3.362,5.735,3.1550000000000002,9.699,3.149,0.734,3.124,15.999,6.095,61.953,2.544,0.411625,2.32,12.620000000000001,33.56,0.,0.,-,-,0.,0.,0.,0.,0.,0.,-
2019//9//5,248,05::40:49,18::37:20,12::09:27,8.835,17.267,6.045,3.132,-,-,6.982,3.362,4.7700000000000005,3.133,7.924,3.1310000000000002,1.2750000000000001,3.126,14.476,7.086,59.24,2.699,0.9180486111111112,4.78,17.330000000000002,35.94,0.,0.0008,-,-,0.0001,0.0019,0.,0.,0.,0.0005,-
2019//9//6,249,05::41:51,18::35:37,12::09:07,8.771,17.231,6.138,3.146,-,-,7.159,3.362,5.18,3.1470000000000002,8.576,3.141,0.9580000000000001,3.124,15.346,6.194,61.043,2.566,0.5317291666666667,2.75,13.72,29.94,0.,0.,-,-,0.,0.,0.,0.,0.,0.,-
2019//9//7,250,05::42:54,18::33:55,12::08:47,8.707,17.173000000000002,5.101,3.125,-,-,5.782,3.362,2.733,3.125,4.1690000000000005,3.125,2.368,3.124,11.46,8.167,49.294000000000004,2.835,0.8206736111111111,4.5600000000000005,13.450000000000001,26.44,0.,0.,-,-,0.,0.,0.,0.,0.,0.,-
2019//9//8,251,05::43:57,18::32:11,12::08:26,8.642,17.115000000000002,5.1450000000000005,3.125,-,-,5.896,3.362,3.154,3.125,4.484,3.125,1.99,3.125,12.054,7.8180000000000005,55.708,2.876,0.6233472222222223,2.8000000000000003,13.540000000000001,23.78,0.,0.,-,-,0.,0.,0.,0.,-0.0007,0.0088,-
2019//9//9,252,05::44:59,18::30:25,12::08:05,8.576,17.079,4.997,3.125,-,-,5.706,3.362,2.979,3.125,4.831,3.125,2.0180000000000002,3.125,11.048,8.456,53.671,2.943,0.6059305555555556,3.19,11.8,23.06,0.,0.,-,-,0.,0.,0.,0.,0.,0.,-
2019//9//10,253,05::46:02,18::28:42,12::07:44,8.51,17.021,4.97,3.125,-,-,5.719,3.362,2.813,3.125,4.0120000000000005,3.125,2.157,3.126,11.911,7.062,52.275,2.898,0.4027291666666667,2.52,10.950000000000001,21.830000000000002,0.,0.,-,-,0.,0.,0.,0.,0.,0.,-
2019//9//11,254,05::47:05,18::26:58,12::07:23,8.444,16.963,5.997,3.125,-,-,6.993,3.362,5.0920000000000005,3.125,8.341,3.125,0.905,3.126,16.121,6.272,62.474000000000004,2.571,0.4544930555555556,3.8000000000000003,12.36,25.28,0.,0.,-,-,0.,0.,0.,0.,0.,0.,-
2019//9//12,255,05::48:07,18::25:13,12::07:02,8.377,16.905,5.98,3.125,-,-,7.168,3.362,5.257,3.125,8.854000000000001,3.125,0.724,3.124,15.448,5.7940000000000005,61.755,2.606,0.3969097222222222,2.85,8.76,30.44,0.,0.0005,-,-,0.,0.,0.,0.,0.,0.0005,-
2019//9//13,256,05::49:10,18::23:26,12::06:41,8.31,16.869,5.822,3.125,-,-,6.819,3.362,4.869,3.125,8.398,3.125,0.9540000000000001,3.124,14.898,6.436,54.455,2.794,0.4325972222222222,2.5100000000000002,10.26,28.72,0.,0.0005,-,-,0.,0.,0.,0.,0.,0.0005,-
2019//9//14,257,05::50:13,18::21:42,12::06:19,8.243,16.811,5.864,3.125,-,-,6.901,3.362,5.123,3.125,8.993,3.125,0.742,3.123,15.069,6.232,60.428000000000004,2.497,0.4672847222222221,2.79,10.59,30.17,0.,0.0004,-,-,0.,0.,0.,0.,-0.0001,0.0019,-
2019//9//15,258,05::51:16,18::19:57,12::05:58,8.175,16.753,4.91,3.125,-,-,5.855,3.362,3.6950000000000003,3.125,6.017,3.125,1.215,3.125,11.434000000000001,6.6000000000000005,56.34,2.523,0.6152777777777778,3.71,10.18,25.39,-0.009000000000000001,0.0128,-,-,0.,0.,0.,0.,-0.0918,0.1308,-
2019//9//16,259,05::52:19,18::18:11,12::05:37,8.108,16.695,3.492,3.125,-,-,3.871,3.362,1.405,3.125,2.0020000000000002,3.125,2.087,3.125,5.897,13.766,36.497,3.609,0.23215972222222225,2.37,8.92,19.12,-0.0151,0.0149,-,-,0.,0.,0.,0.,-0.163,0.16190000000000002,-
2019//9//17,260,05::53:22,18::16:24,12::05:15,8.039,16.66,2.277,3.126,-,-,2.342,3.362,0.089,3.129,0.13,3.129,2.188,3.125,0.862,78.824,21.319,4.473,0.30536111111111114,3.68,6.38,19.85,0.,0.,-,-,0.,0.,0.,0.,0.,0.,-
2019//9//18,261,05::54:25,18::14:39,12::04:54,7.971,16.602,2.537,3.125,-,-,2.638,3.363,0.246,3.125,0.45,3.122,2.291,3.125,1.797,44.446,24.34,4.141,0.14525,2.2,10.69,18.81,-0.0031000000000000003,0.0071,-,-,0.,0.,0.,0.,-0.0397,0.0792,-
2019//9//19,262,05::55:29,18::12:54,12::04:32,7.902,16.543,3.79,3.125,-,-,4.19,3.362,1.311,3.126,2.327,3.124,2.479,3.125,7.1370000000000005,12.381,36.606,3.161,0.6025694444444444,2.95,10.52,19.09,-0.0142,0.0145,-,-,0.,0.,0.,0.,-0.14750000000000002,0.15410000000000001,-
2019//9//20,263,05::56:32,18::11:08,12::04:11,7.833,16.484,4.969,3.125,-,-,5.774,3.362,3.,3.125,5.197,3.125,1.969,3.125,12.374,7.577,52.396,2.77,0.5361805555555555,2.92,9.3,21.22,-0.0006000000000000001,0.0026000000000000003,-,-,0.,0.,0.,0.,-0.014,0.0429,-
2019//9//21,264,05::57:35,18::09:21,12::03:50,7.764,16.448,5.488,3.125,-,-,6.615,3.362,4.787,3.125,8.655,3.125,0.7000000000000001,3.1270000000000002,14.979000000000001,6.248,60.592,2.497,0.5047361111111112,2.5100000000000002,6.82,23.28,-0.0043,0.0078000000000000005,-,-,0.,0.,0.,0.,-0.0463,0.0758,-
2019//9//22,265,05::58:38,18::07:36,12::03:28,7.695,16.388,1.7910000000000001,3.126,-,-,1.758,3.362,0.106,3.121,0.247,3.121,1.686,3.124,-1.014,-65.72,14.487,6.18,0.1836875,3.27,8.870000000000001,16.23,-0.0002,0.0016,-,-,0.,0.,0.,0.,-0.008400000000000001,0.031,-
2019//9//23,266,05::59:41,18::05:51,12::03:07,7.625,16.311,5.409,3.125,-,-,6.535,3.362,4.667,3.125,8.367,3.125,0.742,3.126,14.652000000000001,6.466,60.419000000000004,2.453,0.34210416666666665,2.33,8.42,22.11,-0.0051,0.0092,-,-,0.,0.,0.,0.,-0.054700000000000006,0.098,-
2019//9//24,267,06::00:45,18::04:06,12::02:46,7.556,16.253,5.228,3.125,-,-,6.463,3.362,4.641,3.125,8.501,3.125,0.586,3.1270000000000002,13.739,6.574,57.999,2.491,0.36022916666666666,2.62,9.32,26.560000000000002,-0.0001,0.0009000000000000001,-,-,0.,0.,0.,0.,-0.001,0.0102,-
2019//9//25,268,06::01:49,18::02:20,12::02:26,7.486,16.194,4.822,3.125,-,-,5.79,3.362,3.981,3.125,6.8180000000000005,3.125,0.841,3.124,12.438,6.92,52.085,2.592,0.380125,2.7,11.69,26.,0.,0.0004,-,-,0.,0.,0.,0.,-0.0019,0.014400000000000001,-
2019//9//26,269,06::02:53,18::00:34,12::02:05,7.416,16.159,5.173,3.132,-,-,6.343,3.362,4.34,3.133,7.918,3.1310000000000002,0.833,3.124,13.294,6.893,56.162,2.536,0.31180555555555556,2.66,9.16,26.830000000000002,0.,0.,-,-,0.,0.,0.,0.,0.,0.,-
2019//9//27,270,06::03:57,17::58:50,12::01:45,7.346,16.1,4.784,3.125,-,-,5.768,3.362,3.575,3.125,6.238,3.125,1.209,3.126,12.172,7.2860000000000005,51.034,2.607,0.7713055555555558,2.86,10.64,21.830000000000002,0.,0.,-,-,0.,0.,0.,0.,0.,0.,-
2019//9//28,271,06::05:01,17::57:06,12::01:24,7.276,16.042,2.734,3.125,-,-,2.963,3.362,0.627,3.1270000000000002,1.018,3.125,2.106,3.125,3.004,23.054000000000002,28.229,3.8200000000000003,0.46422222222222226,3.41,4.58,13.02,-0.0024000000000000002,0.0057,-,-,0.,0.,0.,0.,-0.0309,0.0604,-
2019//9//29,272,06::06:06,17::55:20,12::01:04,7.205,15.983,2.515,3.125,-,-,2.576,3.362,0.327,3.128,0.736,3.125,2.187,3.126,1.593,51.779,22.986,4.308,0.279875,2.49,3.66,11.14,-0.006500000000000001,0.0108,-,-,0.,0.,0.,0.,-0.0741,0.1148,-
2019//9//30,273,06::07:11,17::53:36,12::00:45,7.135,15.947000000000001,3.771,3.125,-,-,4.4110000000000005,3.362,1.7830000000000001,3.125,3.384,3.125,1.988,3.125,7.7940000000000005,11.861,40.319,3.049,0.2682152777777778,2.48,3.0100000000000002,14.51,0.,0.0004,-,-,0.,0.,0.,0.,-0.0019,0.014100000000000001,-
2019//10//1,274,06::08:17,17::51:53,12::00:25,7.065,15.889000000000001,5.109,3.1390000000000002,-,-,6.425,3.362,4.391,3.141,8.342,3.14,0.718,3.13,13.923,6.206,59.661,2.521,0.3573541666666667,1.96,0.63,16.4,-0.0005,0.0027,-,-,0.,0.,0.,0.,-0.0017000000000000001,0.0118,-
2019//10//2,275,06::09:22,17::50:09,12::00:06,6.995,15.83,4.116,3.125,-,-,4.916,3.362,2.07,3.125,4.1930000000000005,3.125,2.0460000000000003,3.125,8.595,9.369,47.065,2.7520000000000002,0.3531388888888889,2.5,0.8,17.05,-0.0005,0.0028,-,-,0.,0.,0.,0.,-0.0019,0.013000000000000001,-
2019//10//3,276,06::10:28,17::48:25,11::59:47,6.925,15.794,3.535,3.125,-,-,4.116,3.362,1.5050000000000001,3.126,2.898,3.125,2.0300000000000002,3.125,6.53,12.907,36.091,3.261,0.4418611111111111,2.59,6.29,16.64,-0.0013000000000000002,0.0041,-,-,0.,0.,0.,0.,-0.0045000000000000005,0.019,-
2019//10//4,277,06::11:34,17::46:43,11::59:29,6.855,15.734,4.415,3.125,-,-,5.492,3.362,2.96,3.125,5.695,3.125,1.454,3.126,10.531,8.515,49.011,2.754,0.30034722222222227,2.13,4.11,17.12,-0.0012000000000000001,0.0043,-,-,0.,0.,0.,0.,-0.0063,0.0239,-
2019//10//5,278,06::12:40,17::45:01,11::59:10,6.785,15.654,4.813,3.125,-,-,6.149,3.362,4.227,3.1310000000000002,8.235,3.137,0.586,3.137,13.23,6.407,56.783,2.5180000000000002,0.3619027777777778,2.59,1.78,18.71,-0.0005,0.0029000000000000002,-,-,0.,0.,0.,0.,-0.0025,0.0172,-
2019//10//6,279,06::13:46,17::43:19,11::58:53,6.715,15.595,4.857,3.125,-,-,6.273,3.362,4.251,3.125,8.332,3.125,0.605,3.126,13.321,6.327,56.364000000000004,2.5220000000000002,0.36254861111111114,2.43,1.49,22.89,-0.0008,0.0033,-,-,0.,0.,0.,0.,-0.0044,0.0207,-
2019//10//7,280,06::14:52,17::41:38,11::58:35,6.6450000000000005,15.559000000000001,4.735,3.125,-,-,6.188,3.3770000000000002,4.099,3.125,8.011000000000001,3.125,0.637,3.123,12.496,6.745,54.146,2.544,0.1783333333333333,1.8,3.7800000000000002,23.56,-0.0009000000000000001,0.0036000000000000003,-,-,0.,0.,0.,0.,-0.002,0.0118,-
2019//10//8,281,06::15:59,17::39:58,11::58:18,6.575,15.5,3.493,3.125,-,-,4.275,3.362,1.85,3.125,3.1,3.125,1.643,3.125,7.2780000000000005,9.852,41.172000000000004,2.852,0.9134652777777776,3.6,5.11,19.2,-0.0001,0.0008,-,-,0.,0.,0.,0.,-0.0007,0.0081,-
2019//10//9,282,06::17:06,17::38:17,11::58:02,6.505,15.441,4.764,3.164,-,-,6.288,3.362,4.148,3.158,8.166,3.214,0.616,3.1270000000000002,13.301,6.324,56.135,2.5140000000000002,0.44475694444444447,2.93,0.44,14.64,-0.0004,0.0022,-,-,0.,0.,0.,0.,-0.0019,0.0128,-
2019//10//10,283,06::18:14,17::36:37,11::57:46,6.436,15.405000000000001,4.748,3.125,-,-,6.279,3.362,4.152,3.125,8.239,3.125,0.596,3.1270000000000002,13.258000000000001,6.382000000000001,55.514,2.511,2.6066875,6.98,6.5200000000000005,20.19,-0.002,0.0067,-,-,0.,0.,0.,0.,-0.006500000000000001,0.0238,-
2019//10//11,284,06::19:23,17::34:59,11::57:30,6.367,15.345,4.646,3.125,-,-,6.186,3.362,3.963,3.125,7.847,3.125,0.683,3.124,12.453,6.755,52.584,2.556,1.2981319444444448,5.42,5.3,22.72,-0.0014,0.0043,-,-,0.,0.,0.,0.,-0.0047,0.0195,-
2019//10//12,285,06::20:31,17::33:20,11::57:15,6.298,15.285,4.2540000000000004,3.125,-,-,5.406,3.362,2.62,3.125,5.205,3.125,1.6340000000000001,3.126,10.088000000000001,8.128,47.653,2.7920000000000003,0.20862500000000006,2.,1.06,20.18,-0.0023,0.006900000000000001,-,-,0.,0.,0.,0.,-0.005200000000000001,0.0213,-
2019//10//13,286,06::21:39,17::31:43,11::57:00,6.229,15.227,3.9570000000000003,3.125,-,-,5.122,3.362,2.678,3.125,5.213,3.125,1.2790000000000001,3.124,9.888,8.689,43.902,2.789,0.2997083333333333,2.49,3.44,20.53,-0.0021000000000000003,0.006900000000000001,-,-,0.,0.,0.,0.,-0.008,0.0286,-
2019//10//14,287,06::22:47,17::30:07,11::56:46,6.1610000000000005,15.167,4.298,3.125,-,-,5.739,3.362,3.596,3.125,7.3500000000000005,3.125,0.7020000000000001,3.124,11.441,7.2090000000000005,50.264,2.591,0.2451527777777778,1.9100000000000001,1.97,20.16,-0.0021000000000000003,0.0059,-,-,0.,0.,0.,0.,-0.0079,0.027100000000000003,-
2019//10//15,288,06::23:56,17::28:30,11::56:33,6.093,15.13,3.237,3.125,-,-,3.939,3.362,1.196,3.126,2.563,3.125,2.041,3.125,5.583,14.862,35.881,3.029,0.16504166666666667,1.85,3.12,20.19,-0.0034000000000000002,0.0079,-,-,0.,0.,0.,0.,-0.0109,0.0322,-
2019//10//16,289,06::25:06,17::26:56,11::56:20,6.025,15.071,1.748,3.126,-,-,1.85,3.362,0.098,3.122,0.228,3.12,1.6500000000000001,3.126,-0.894,-73.811,15.625,5.2010000000000005,0.47863194444444446,2.71,4.32,17.57,-0.0004,0.002,-,-,0.,0.,0.,0.,-0.0032,0.0175,-
2019//10//17,290,06::26:16,17::25:21,11::56:07,5.958,15.011000000000001,2.3930000000000002,3.125,-,-,2.718,3.361,0.603,3.124,1.603,3.126,1.79,3.125,1.7,39.296,23.892,4.078,0.15195833333333333,1.74,5.21,13.75,-0.0029000000000000002,0.0063,-,-,0.,0.,0.,0.,-0.0318,0.0639,-
2019//10//18,291,06::27:27,17::23:48,11::55:56,5.891,14.974,2.117,3.124,-,-,2.298,3.362,0.302,3.129,0.617,3.125,1.814,3.126,0.9560000000000001,82.69200000000001,20.783,4.418,0.13168749999999999,2.02,7.95,14.86,-0.0032,0.006900000000000001,-,-,0.,0.,0.,0.,-0.012,0.0325,-
2019//10//19,292,06::28:37,17::22:15,11::55:44,5.824,14.911,1.7690000000000001,3.1350000000000002,-,-,1.845,3.362,0.145,3.172,0.379,3.153,1.624,3.126,-0.767,-72.616,14.06,5.264,0.3768472222222223,2.85,4.07,13.77,-0.0001,0.0012000000000000001,-,-,0.,0.,0.,0.,-0.0035,0.019,-
2019//10//20,293,06::29:47,17::20:44,11::55:34,5.758,14.854000000000001,1.93,3.124,-,-,2.041,3.362,0.334,3.129,0.998,3.124,1.595,3.126,0.125,544.88,15.783,5.46,0.20920833333333333,1.92,4.09,13.22,-0.0007,0.0032,-,-,0.,0.,0.,0.,-0.0018000000000000002,0.011300000000000001,-
2019//10//21,294,06::30:58,17::19:13,11::55:24,5.692,14.793000000000001,3.798,3.125,-,-,5.1850000000000005,3.362,3.153,3.125,6.34,3.125,0.645,3.124,10.759,7.4990000000000006,46.896,2.568,0.27865972222222224,2.24,4.12,20.07,-0.0091,0.0137,-,-,0.,0.,0.,0.,-0.022500000000000003,0.0461,-
2019//10//22,295,06::32:09,17::17:44,11::55:15,5.627,14.756,3.486,3.125,-,-,4.577,3.362,2.044,3.126,4.969,3.125,1.442,3.124,7.965,10.028,39.867,2.733,0.28295833333333337,2.35,4.46,18.1,-0.0055000000000000005,0.0094,-,-,0.,0.,0.,0.,-0.017,0.0375,-
2019//10//23,296,06::33:22,17::16:15,11::55:06,5.562,14.696,3.69,3.125,-,-,5.056,3.362,2.97,3.125,6.063,3.125,0.721,3.124,10.151,7.788,45.604,2.551,0.21743055555555557,2.45,5.29,17.990000000000002,-0.0085,0.012100000000000001,-,-,0.,0.,0.,0.,-0.0204,0.0398,-
2019//10//24,297,06::34:34,17::14:48,11::54:58,5.498,14.656,3.7880000000000003,3.125,-,-,5.247,3.362,3.129,3.125,6.907,3.125,0.659,3.125,10.359,7.836,46.716,2.609,0.4208958333333333,3.64,2.67,25.78,-0.0206,0.0245,-,-,0.,0.,0.,0.,-0.0356,0.050100000000000006,-
2019//10//25,298,06::35:45,17::13:21,11::54:51,5.434,14.574,3.8080000000000003,3.125,-,-,5.3660000000000005,3.362,3.3040000000000003,3.125,7.519,3.125,0.504,3.124,-5.2780000000000005,-1.424,46.076,2.5500000000000003,0.17979861111111112,2.21,4.59,23.5,-0.0095,0.0155,-,-,0.,0.,0.,0.,-0.0223,0.0432,-
2019//10//26,299,06::36:58,17::11:57,11::54:45,5.371,14.537,3.8080000000000003,3.125,-,-,5.279,3.362,3.145,3.125,6.698,3.125,0.663,3.123,-6.019,-0.054,48.171,2.568,1.0579722222222223,3.22,2.86,15.06,-0.0044,0.007500000000000001,-,-,0.,0.,0.,0.,-0.0118,0.029500000000000002,-
2019//10//27,300,06::38:11,17::10:32,11::54:39,5.309,14.499,3.88,3.125,-,-,5.558,3.362,3.345,3.125,7.66,3.125,0.535,3.122,-5.957,0.,49.822,2.509,1.3982777777777777,7.33,-1.41,14.16,-0.008700000000000001,0.0134,-,-,0.,0.,0.,0.,-0.024,0.0477,-
2019//10//28,301,06::39:25,17::09:10,11::54:34,5.247,14.438,3.71,3.133,-,-,5.314,3.362,3.118,3.133,7.098,3.132,0.592,3.128,4.329,11.168000000000001,47.183,2.555,0.24418055555555557,1.86,-3.02,15.33,-0.002,0.0057,-,-,0.,0.,0.,0.,-0.008700000000000001,0.027,-
2019//10//29,302,06::40:38,17::07:49,11::54:30,5.1850000000000005,14.377,3.848,3.125,-,-,5.549,3.362,3.2960000000000003,3.125,7.614,3.125,0.552,3.126,11.328,6.863,49.785000000000004,2.509,3.231701388888889,8.63,-1.99,11.450000000000001,-0.0024000000000000002,0.0061,-,-,0.,0.,0.,0.,-0.0086,0.0284,-
2019//10//30,303,06::41:50,17::06:28,11::54:26,5.125,14.338000000000001,3.7800000000000002,3.125,-,-,5.503,3.362,3.287,3.125,7.694,3.125,0.494,3.122,10.891,7.079,48.835,2.52,2.3948194444444444,6.390000000000001,1.77,16.2,-0.0013000000000000002,0.0047,-,-,0.,0.,0.,0.,-0.0068000000000000005,0.0256,-
2019//10//31,304,06::43:04,17::05:10,11::54:24,5.065,14.277000000000001,3.6430000000000002,3.125,-,-,5.316,3.362,3.118,3.125,7.3340000000000005,3.125,0.526,3.123,9.889,7.697,46.208,2.544,0.2327361111111111,1.67,-2.44,16.19,-0.0013000000000000002,0.0045000000000000005,-,-,0.,0.,0.,0.,-0.0053,0.023,-
2019//11//1,305,06::44:19,17::03:53,11::54:22,5.006,14.239,3.504,3.125,-,-,5.151,3.362,3.0140000000000002,3.125,7.155,3.125,0.491,3.122,9.472,8.036,44.512,2.556,0.26577083333333335,2.14,-1.1300000000000001,18.46,-0.0019,0.0054,-,-,0.,0.,0.,0.,-0.0055000000000000005,0.020300000000000002,-
2019//11//2,306,06::45:34,17::02:36,11::54:21,4.947,14.198,3.47,3.125,-,-,5.133,3.362,2.97,3.124,7.112,3.125,0.5,3.126,9.341000000000001,8.148,43.874,2.571,0.3143055555555556,2.16,1.97,21.78,-0.0022,0.0066,-,-,0.,0.,0.,0.,-0.0083,0.0268,-
2019//11//3,307,06::46:47,17::01:22,11::54:21,4.889,14.115,3.3280000000000003,3.125,-,-,4.909,3.362,2.767,3.125,6.648000000000001,3.125,0.56,3.126,8.446,8.973,41.822,2.6470000000000002,0.12180555555555554,1.6300000000000001,1.16,20.56,-0.0009000000000000001,0.0038,-,-,0.,0.,0.,0.,-0.0049,0.022600000000000002,-
2019//11//4,308,06::48:01,17::00:10,11::54:21,4.833,14.076,3.3810000000000002,3.125,-,-,5.033,3.362,2.884,3.125,7.035,3.125,0.497,3.125,8.816,8.559000000000001,42.792,2.576,0.19086111111111112,1.6300000000000001,1.6400000000000001,20.51,-0.0012000000000000001,0.0046,-,-,0.,0.,0.,0.,-0.0044,0.0198,-
2019//11//5,309,06::49:16,16::58:58,11::54:22,4.776,14.037,2.795,3.125,-,-,3.642,3.362,1.26,3.125,3.12,3.125,1.5350000000000001,3.125,4.601,15.513,31.071,3.124,0.1395347222222222,1.82,2.0300000000000002,18.86,-0.0017000000000000001,0.005,-,-,0.,0.,0.,0.,-0.0064,0.024300000000000002,-
2019//11//6,310,06::50:32,16::57:48,11::54:25,4.721,13.998000000000001,3.206,3.125,-,-,4.748,3.362,2.576,3.125,6.275,3.125,0.63,3.123,7.971,9.446,40.368,2.6550000000000002,0.1665208333333333,1.54,2.87,21.72,-0.0013000000000000002,0.0044,-,-,0.,0.,0.,0.,-0.006,0.024200000000000003,-
2019//11//7,311,06::51:46,16::56:40,11::54:28,4.667,13.936,2.975,3.125,-,-,4.186,3.362,1.7690000000000001,3.125,4.407,3.125,1.207,3.124,6.273,12.186,36.26,2.9050000000000002,0.19368750000000007,1.8800000000000001,0.9400000000000001,19.31,-0.0008,0.0037,-,-,0.,0.,0.,0.,-0.0038,0.018500000000000003,-
